number,count,count2,count3
2946,1251,561,132
2947,258,307,155
2948,81,680,35
2949,1781,436,18
2950,1701,759,394
2951,42,362,796
2952,1016,724,771
2953,728,328,127
2954,1900,451,794
2955,382,775,83
2956,1797,447,211
2957,916,52,1211
2958,1559,346,1046
2959,437,759,730
2960,130,375,89
2961,141,312,436
2962,91,235,577
2963,1359,232,1271
2964,495,200,1150
2965,1152,254,343
2966,1538,249,1262
2967,252,204,726
2968,1267,640,361
2969,815,283,188
2970,431,1,494
2971,1444,543,663
2972,1252,625,375
2973,1686,293,1400
2974,904,37,1453
2975,1038,756,1279
2976,1505,243,793
2977,1418,25,1194
2978,1901,159,1110
2979,196,219,171
2980,103,371,1004
2981,1061,475,977
2982,543,521,1463
2983,324,561,265
2984,1210,649,767
2985,557,735,1293
2986,1291,727,1477
2987,1850,520,352
2988,2000,313,264
2989,916,426,1387
2990,200,397,1004
2991,586,575,769
2992,993,175,666
2993,694,720,660
2994,1087,730,1342
2995,129,217,689
2996,1840,393,214
2997,1039,435,428
2998,196,517,74
2999,1489,655,3
3000,811,4,434
3001,589,246,814
3002,229,373,336
3003,1662,437,1353
3004,506,254,835
3005,396,377,286
3006,1304,241,968
3007,133,150,126
3008,563,570,968
3009,1103,760,930
3010,1553,275,622
3011,319,37,864
3012,1399,428,1056
3013,433,566,35
3014,574,117,760
3015,93,715,1465
3016,1020,119,944
3017,617,418,930
3018,500,44,772
3019,494,649,664
3020,516,22,950
3021,1909,89,491
3022,1215,265,511
3023,1426,15,557
3024,1581,465,1267
3025,80,213,262
3026,346,118,1406
3027,570,302,674
3028,1920,246,3
3029,1579,319,557
3030,1430,67,1399
3031,784,286,1109
3032,1846,783,397
3033,878,648,682
3034,740,15,1211
3035,1197,294,935
3036,1867,764,1345
3037,47,121,1371
3038,1722,293,715
3039,1364,683,50
3040,415,207,1418
3041,496,704,883
3042,1487,359,1010
3043,609,404,525
3044,628,70,298
3045,1109,546,983
3046,995,601,417
3047,927,77,1308
3048,1571,124,1002
3049,626,703,499
3050,1740,209,1065
3051,278,706,1283
3052,356,288,282
3053,111,22,608
3054,1835,188,507
3055,1279,410,448
3056,935,296,168
3057,869,592,260
3058,1713,350,597
3059,1951,709,226
3060,643,753,859
3061,1237,513,362
3062,1215,35,630
3063,271,500,1366
3064,970,220,841
3065,1314,781,795
3066,1786,711,723
3067,714,708,164
3068,619,170,1176
3069,123,98,1412
3070,574,473,994
3071,850,194,219
3072,536,578,917
3073,502,272,187
3074,575,328,469
3075,1617,54,1059
3076,308,257,454
3077,1885,721,959
3078,218,636,1053
3079,1481,75,1258
3080,495,272,194
3081,1602,376,493
3082,1478,77,1005
3083,1185,254,880
3084,987,13,494
3085,1052,429,820
3086,1077,455,1500
3087,1146,710,1038
3088,1698,134,251
3089,1867,321,620
3090,1352,420,1065
3091,101,641,573
3092,1106,4,1216
3093,1922,347,909
3094,1719,112,453
3095,1858,87,106
3096,1585,144,888
3097,335,719,1218
3098,76,328,675
3099,1035,622,701
3100,1915,549,14
3101,1528,329,875
3102,81,468,765
3103,798,640,1286
3104,1073,128,540
3105,1857,262,1347
3106,995,408,881
3107,629,271,1349
3108,1473,406,414
3109,679,204,1003
3110,1213,68,975
3111,955,599,650
3112,505,182,569
3113,1785,558,588
3114,1268,422,1347
3115,1650,109,795
3116,1930,186,99
3117,594,574,1057
3118,1526,733,957
3119,123,251,1144
3120,1509,355,325
3121,1424,218,623
3122,1122,380,759
3123,1488,127,704
3124,37,145,876
3125,1197,381,1060
3126,316,403,165
3127,321,8,427
3128,340,40,113
3129,428,742,1187
3130,1003,250,436
3131,920,316,441
3132,664,49,1280
3133,588,198,954
3134,909,589,293
3135,1659,191,578
3136,526,660,155
3137,1979,697,372
3138,1141,616,1318
3139,1064,496,875
3140,292,466,1068
3141,238,548,36
3142,337,636,295
3143,314,321,364
3144,1460,135,343
3145,131,510,1277
3146,997,356,797
3147,1220,33,1253
3148,1718,738,489
3149,135,100,556
3150,205,500,13
3151,8,592,1016
3152,419,516,1286
3153,22,32,356
3154,1026,370,748
3155,1124,302,604
3156,945,262,1265
3157,1938,469,827
3158,1692,800,1463
3159,686,18,1323
3160,120,767,636
3161,1606,298,1099
3162,1316,68,155
3163,1185,18,125
3164,161,180,908
3165,810,85,13
3166,183,35,977
3167,962,518,641
3168,523,326,1318
3169,1454,365,1068
3170,1621,48,349
3171,56,152,926
3172,1219,480,912
3173,1473,527,955
3174,1592,92,887
3175,606,567,10
3176,319,484,143
3177,1318,70,737
3178,510,796,113
3179,1468,457,1151
3180,1961,319,313
3181,1655,76,1196
3182,1400,732,1427
3183,140,408,158
3184,487,183,894
3185,1753,532,824
3186,1526,378,863
3187,1710,752,1237
3188,1834,386,947
3189,1287,681,1103
3190,1732,198,848
3191,1713,445,838
3192,1888,711,1207
3193,535,58,1190
3194,1676,554,885
3195,1844,31,1206
3196,1352,61,630
3197,872,530,446
3198,970,441,846
3199,1805,100,701
3200,1888,309,325
3201,1525,540,837
3202,250,585,841
3203,1391,249,1094
3204,1758,257,125
3205,1570,606,1310
3206,894,318,860
3207,919,300,602
3208,1657,333,486
3209,1960,420,1083
3210,1638,695,803
3211,894,751,565
3212,1484,219,325
3213,1271,1,145
3214,1371,482,257
3215,175,493,1439
3216,634,768,762
3217,1201,45,1074
3218,1869,720,1387
3219,818,36,792
3220,1149,461,1180
3221,195,444,123
3222,7,588,1449
3223,183,166,239
3224,201,52,166
3225,86,531,885
3226,1573,508,83
3227,1110,378,1319
3228,1305,55,1185
3229,399,71,986
3230,128,471,840
3231,148,734,1386
3232,1343,695,1350
3233,304,661,1475
3234,1569,722,370
3235,365,419,996
3236,447,543,1050
3237,1280,768,923
3238,921,227,593
3239,718,223,1097
3240,439,326,229
3241,860,781,354
3242,10,227,749
3243,192,784,471
3244,1378,792,606
3245,80,293,701
3246,1321,483,228
3247,1120,630,15
3248,1708,750,616
3249,130,339,518
3250,1751,51,661
3251,734,341,1110
3252,1686,257,901
3253,1706,693,240
3254,894,600,487
3255,1682,158,455
3256,542,780,689
3257,511,2,385
3258,1562,112,150
3259,1296,640,1474
3260,1246,148,1485
3261,1663,572,1285
3262,1725,568,1285
3263,1395,707,1004
3264,1103,170,1338
3265,1728,167,914
3266,93,730,755
3267,1261,795,1254
3268,615,707,1318
3269,974,695,675
3270,1307,166,863
3271,1930,556,369
3272,1387,272,398
3273,1181,601,1191
3274,1511,532,142
3275,984,428,1051
3276,563,364,1057
3277,1529,375,183
3278,155,14,897
3279,835,130,760
3280,742,647,151
3281,1097,712,977
3282,736,34,240
3283,943,132,910
3284,179,238,354
3285,1191,246,1229
3286,1439,268,1416
3287,449,636,1339
3288,8,365,148
3289,1152,208,30
3290,772,355,262
3291,13,240,1001
3292,1005,620,1406
3293,1996,161,758
3294,1968,269,161
3295,471,130,1095
3296,1264,389,408
3297,1827,35,418
3298,966,714,438
3299,1695,696,87
3300,1387,710,281
3301,679,347,207
3302,1113,715,1284
3303,451,6,1490
3304,1154,122,673
3305,101,104,602
3306,1150,190,754
3307,1685,506,511
3308,1143,567,461
3309,662,218,558
3310,594,173,1162
3311,646,171,343
3312,1422,659,212
3313,298,222,132
3314,1846,496,429
3315,1661,410,941
3316,980,561,1171
3317,1437,495,391
3318,148,183,584
3319,1931,386,799
3320,463,256,943
3321,1746,196,122
3322,1324,430,1447
3323,1162,653,159
3324,323,797,1326
3325,1877,333,701
3326,655,646,1127
3327,1909,25,689
3328,866,46,101
3329,644,730,681
3330,1306,438,830
3331,1680,614,1330
3332,385,666,200
3333,511,521,1273
3334,1356,237,811
3335,264,313,1499
3336,1664,34,25
3337,1221,395,1416
3338,674,354,427
3339,201,526,1486
3340,1172,764,642
3341,1856,688,118
3342,96,787,13
3343,346,69,1399
3344,720,327,1312
3345,126,236,1200
3346,497,691,1122
3347,1806,524,133
3348,1068,516,909
3349,1934,22,562
3350,1850,250,1329
3351,92,220,922
3352,1449,715,1032
3353,976,503,589
3354,1374,34,383
3355,792,188,1031
3356,842,798,994
3357,516,729,1370
3358,1342,207,1211
3359,350,442,940
3360,1410,241,356
3361,1006,528,45
3362,1319,3,327
3363,1992,785,228
3364,921,168,542
3365,1706,660,680
3366,1613,434,686
3367,1788,571,506
3368,1786,78,1464
3369,1730,420,1242
3370,609,416,405
3371,631,666,1096
3372,268,120,1195
3373,429,637,302
3374,1219,229,893
3375,1026,322,176
3376,413,554,95
3377,29,225,629
3378,1593,598,101
3379,591,473,1414
3380,595,280,95
3381,1961,133,789
3382,495,364,1309
3383,803,799,177
3384,1414,516,938
3385,1772,583,2
3386,1072,263,483
3387,672,503,1424
3388,1229,277,930
3389,972,353,1302
3390,1860,787,1101
3391,1961,33,1378
3392,1562,338,929
3393,639,723,989
3394,1101,742,752
3395,1508,761,1079
3396,1498,284,391
3397,20,84,1100
3398,95,344,804
3399,1353,360,1105
3400,161,790,1353
3401,767,295,1195
3402,367,626,547
3403,1739,481,330
3404,1491,360,20
3405,1563,187,342
3406,91,697,967
3407,1737,702,681
3408,1718,326,1279
3409,1416,30,593
3410,1593,564,782
3411,840,180,261
3412,1170,371,1083
3413,838,452,953
3414,1323,525,289
3415,1748,448,433
3416,1591,218,723
3417,1805,443,1343
3418,534,248,1219
3419,720,66,1275
3420,94,515,1237
3421,1194,322,1205
3422,988,181,948
3423,214,658,317
3424,1049,534,604
3425,263,508,392
3426,114,769,209
3427,1556,751,1081
3428,1349,541,1029
3429,170,495,710
3430,1037,222,897
3431,679,640,314
3432,864,265,1487
3433,1772,186,461
3434,1398,583,294
3435,1514,491,392
3436,261,31,258
3437,1209,263,167
3438,804,160,1099
3439,800,23,1347
3440,571,6,792
3441,126,28,914
3442,1513,626,1077
3443,567,535,894
3444,841,604,622
3445,1192,458,696
3446,201,425,512
3447,285,704,787
3448,314,196,574
3449,1036,611,1399
3450,331,306,1203
3451,1962,676,958
3452,623,354,395
3453,1699,692,1221
3454,1877,376,1024
3455,1821,185,75
3456,1670,175,89
3457,1306,560,939
3458,1340,732,580
3459,229,611,175
3460,736,7,142
3461,1368,419,852
3462,285,423,236
3463,1062,91,155
3464,1186,537,725
3465,1706,556,557
3466,1403,514,1110
3467,1329,276,110
3468,521,458,1482
3469,1220,358,655
3470,404,707,1274
3471,1913,599,1437
3472,934,292,591
3473,73,368,555
3474,134,152,1152
3475,1898,725,1333
3476,1796,726,81
3477,154,123,631
3478,797,471,790
3479,1247,227,550
3480,1540,292,6
3481,616,782,82
3482,211,710,58
3483,1232,377,884
3484,1154,792,317
3485,1952,751,1419
3486,733,498,1211
3487,130,303,8
3488,497,525,952
3489,1105,700,768
3490,976,578,667
3491,200,92,191
3492,1620,690,253
3493,1813,256,1460
3494,1488,137,1104
3495,234,352,1281
3496,1807,448,1225
3497,656,38,1035
3498,369,295,138
3499,645,677,189
3500,1710,140,889
3501,1016,3,1479
3502,1736,599,995
3503,1247,552,808
3504,1478,746,54
3505,1035,186,1201
3506,665,210,1081
3507,990,791,275
3508,542,310,444
3509,430,490,635
3510,979,635,779
3511,405,90,74
3512,1873,547,376
3513,291,694,928
3514,726,229,895
3515,1680,126,255
3516,1390,165,1089
3517,1304,139,1054
3518,1326,679,219
3519,1501,636,1328
3520,1896,149,181
3521,149,769,1455
3522,1421,469,313
3523,1331,334,53
3524,1987,685,1354
3525,943,649,526
3526,1800,314,1245
3527,461,566,1260
3528,1678,724,652
3529,543,356,165
3530,1345,54,998
3531,442,543,874
3532,501,33,945
3533,342,258,1132
3534,1866,359,67
3535,1258,668,1221
3536,641,97,226
3537,430,500,1398
3538,611,318,124
3539,1499,623,94
3540,1549,44,474
3541,1841,38,1116
3542,284,451,870
3543,944,478,859
3544,251,382,250
3545,1446,507,575
3546,87,330,583
3547,228,411,264
3548,1888,268,425
3549,448,800,159
3550,469,740,113
3551,1132,605,772
3552,1540,617,136
3553,1874,779,53
3554,1787,153,784
3555,993,488,1421
3556,491,568,1427
3557,1174,69,476
3558,413,707,489
3559,78,612,1110
3560,639,69,733
3561,56,638,492
3562,30,147,1197
3563,441,176,414
3564,1079,228,986
3565,1082,255,104
3566,1639,24,801
3567,1864,496,1221
3568,1795,591,842
3569,1378,225,1151
3570,1681,441,132
3571,694,108,1323
3572,1754,684,526
3573,1255,525,979
3574,1800,784,179
3575,802,443,1425
3576,932,7,699
3577,431,19,198
3578,1729,277,137
3579,1406,193,542
3580,1080,469,1241
3581,1662,661,1478
3582,982,421,1081
3583,751,237,1177
3584,1834,475,803
3585,1444,402,1335
3586,1702,626,849
3587,728,71,650
3588,1592,191,1098
3589,1252,716,1148
3590,1761,211,341
3591,493,130,966
3592,507,364,67
3593,1329,613,254
3594,645,22,646
3595,940,511,407
3596,62,303,256
3597,947,499,1296
3598,219,754,1204
3599,54,658,630
3600,1986,499,305
3601,1690,651,942
3602,1089,213,834
3603,1737,439,1453
3604,698,764,658
3605,43,521,530
3606,982,419,1286
3607,1539,166,1404
3608,388,698,587
3609,149,228,429
3610,1517,141,1056
3611,874,151,1025
3612,1013,297,919
3613,1225,790,175
3614,148,771,536
3615,887,646,397
3616,547,356,747
3617,1021,260,805
3618,639,504,952
3619,761,496,451
3620,1627,154,725
3621,629,104,93
3622,487,81,727
3623,1495,625,982
3624,1113,643,621
3625,1687,335,722
3626,367,706,92
3627,761,194,503
3628,1158,527,1415
3629,1400,365,1400
3630,1958,60,846
3631,1835,287,1353
3632,896,14,861
3633,1897,585,1192
3634,1692,381,627
3635,950,157,1249
3636,1530,765,219
3637,498,126,481
3638,564,89,850
3639,1423,595,326
3640,276,217,805
3641,1768,443,1341
3642,130,78,819
3643,1864,110,338
3644,432,270,367
3645,850,323,859
3646,454,570,42
3647,924,739,276
3648,220,469,153
3649,989,60,119
3650,882,796,1029
3651,1279,7,651
3652,613,52,63
3653,869,699,432
3654,536,618,1472
3655,813,734,1144
3656,1975,107,1302
3657,438,546,1376
3658,165,543,923
3659,1637,592,1483
3660,1159,794,1133
3661,1605,111,957
3662,692,677,1425
3663,234,725,1063
3664,256,750,1038
3665,1290,157,163
3666,177,121,76
3667,1188,321,600
3668,485,276,505
3669,312,310,411
3670,655,757,780
3671,1763,542,1001
3672,427,376,930
3673,1367,336,224
3674,1740,38,143
3675,1783,599,250
3676,128,506,1411
3677,1823,3,224
3678,295,205,1222
3679,1710,653,834
3680,734,184,719
3681,788,526,1111
3682,652,424,865
3683,600,472,375
3684,1901,771,1271
3685,9,62,91
3686,1555,225,671
3687,433,610,860
3688,1058,792,15
3689,373,401,832
3690,1728,573,935
3691,82,466,801
3692,1703,322,1485
3693,1409,473,119
3694,503,173,477
3695,802,13,839
3696,820,538,738
3697,985,175,1247
3698,742,131,810
3699,410,49,1482
3700,795,167,610
3701,978,651,1372
3702,1986,67,167
3703,1828,152,103
3704,1528,479,1042
3705,1731,215,736
3706,529,789,1065
3707,1461,694,1124
3708,1764,133,1125
3709,1702,452,771
3710,209,341,422
3711,538,626,923
3712,373,238,711
3713,1864,115,100
3714,715,632,664
3715,1597,36,1176
3716,1977,178,1084
3717,402,62,1143
3718,208,476,168
3719,1115,732,562
3720,457,198,400
3721,369,644,1261
3722,1472,789,19
3723,1947,40,640
3724,213,732,302
3725,595,286,358
3726,1919,183,988
3727,978,538,809
3728,1892,485,1067
3729,1636,471,10
3730,658,488,888
3731,292,584,995
3732,201,288,494
3733,380,215,440
3734,265,23,243
3735,1128,56,580
3736,580,359,581
3737,1442,755,331
3738,1138,508,1005
3739,1598,746,1230
3740,17,454,1129
3741,1680,517,215
3742,1448,219,658
3743,463,572,464
3744,514,690,744
3745,1943,361,1142
3746,1713,39,1445
3747,610,33,2
3748,1319,326,704
3749,1269,715,417
3750,953,168,1385
3751,622,731,636
3752,1026,106,449
3753,230,172,904
3754,927,400,1471
3755,459,263,357
3756,1718,452,887
3757,1646,540,304
3758,1138,723,716
3759,586,371,930
3760,1932,350,1427
3761,445,710,40
3762,1039,601,1471
3763,1415,68,952
3764,966,301,330
3765,1609,330,789
3766,1011,400,658
3767,635,632,228
3768,1787,326,1474
3769,933,290,1432
3770,1442,521,157
3771,1276,738,808
3772,1908,163,1339
3773,1725,649,28
3774,939,394,855
3775,25,668,417
3776,138,720,716
3777,1467,218,550
3778,379,659,181
3779,384,236,1450
3780,1601,628,664
3781,1910,717,74
3782,111,75,145
3783,1604,555,1436
3784,656,665,528
3785,264,520,421
3786,932,789,1249
3787,682,242,67
3788,1835,180,1452
3789,1521,237,320
3790,923,380,153
3791,1208,712,236
3792,1915,83,1389
3793,1018,377,1125
3794,1033,650,3
3795,538,132,1167
3796,1613,765,886
3797,1426,257,452
3798,693,516,896
3799,1270,638,871
3800,756,177,371
3801,230,492,457
3802,1758,215,793
3803,1442,163,184
3804,1243,744,41
3805,616,511,1327
3806,314,49,246
3807,152,722,1078
3808,769,725,280
3809,1727,71,1343
3810,211,687,622
3811,599,744,774
3812,111,249,1061
3813,358,158,163
3814,1478,693,358
3815,806,690,682
3816,1110,483,814
3817,1398,421,1483
3818,666,28,1474
3819,135,157,1389
3820,1149,711,407
3821,1666,305,242
3822,826,255,243
3823,321,430,422
3824,669,230,814
3825,217,279,497
3826,1401,629,1141
3827,1009,159,1340
3828,1530,602,1319
3829,1068,397,1223
3830,239,44,805
3831,1967,174,233
3832,1991,376,164
3833,849,174,1062
3834,1732,167,1164
3835,659,41,1045
3836,1594,763,1287
3837,1905,434,919
3838,1447,271,1399
3839,621,269,463
3840,1345,732,225
3841,268,437,1469
3842,1853,416,832
3843,1104,401,893
3844,1253,741,574
3845,1126,749,552
3846,535,155,1377
3847,1673,515,782
3848,5,584,1111
3849,1344,278,1209
3850,335,315,414
3851,1541,310,166
3852,1932,534,525
3853,768,11,917
3854,1740,235,390
3855,1445,525,551
3856,161,410,858
3857,515,108,1458
3858,1287,14,437
3859,1965,48,906
3860,4,260,1185
3861,1073,22,1415
3862,1234,569,400
3863,1772,95,679
3864,182,22,1123
3865,780,285,1356
3866,1727,480,168
3867,1397,781,1297
3868,747,466,215
3869,1077,97,692
3870,274,230,1139
3871,1591,219,674
3872,1878,184,58
3873,107,67,580
3874,1325,197,269
3875,7,541,21
3876,484,793,572
3877,1317,412,863
3878,721,29,263
3879,108,57,505
3880,1184,176,1402
3881,1911,230,856
3882,1527,589,501
3883,1557,772,1124
3884,1052,5,1033
3885,52,60,1418
3886,62,539,1472
3887,113,331,726
3888,211,604,40
3889,1657,601,24
3890,650,448,834
3891,389,577,1129
3892,451,199,1481
3893,1322,709,360
3894,993,475,1303
3895,1674,242,1131
3896,1700,363,121
3897,249,759,116
3898,1848,151,1490
3899,932,491,809
3900,456,282,471
3901,1091,362,635
3902,1394,541,1296
3903,267,381,557
3904,1356,157,721
3905,920,92,704
3906,928,81,768
3907,198,259,328
3908,475,221,80
3909,1046,659,1128
3910,591,721,1316
3911,1769,573,160
3912,561,82,405
3913,1236,404,99
3914,1982,158,989
3915,729,81,406
3916,238,581,451
3917,1712,30,679
3918,116,122,678
3919,378,659,1214
3920,1272,43,555
3921,1755,504,1292
3922,1536,792,1471
3923,332,772,1082
3924,1047,631,1181
3925,1585,55,865
3926,275,549,1265
3927,528,676,1272
3928,803,535,719
3929,1755,513,16
3930,1190,686,956
3931,627,386,1268
3932,1958,179,395
3933,281,728,583
3934,1434,701,1005
3935,1100,751,543
3936,1781,565,1199
3937,864,680,1294
3938,175,595,610
3939,577,365,1189
3940,1048,578,1220
3941,1335,171,1181
3942,1110,54,1307
3943,919,579,778
3944,346,621,405
3945,904,258,492
3946,387,663,771
3947,1585,222,567
3948,1441,775,1296
3949,1339,439,778
3950,1962,310,314
3951,1130,148,1147
3952,385,498,1409
3953,1086,615,1224
3954,250,156,1289
3955,1096,75,589
3956,1282,726,979
3957,124,663,281
3958,1610,769,1309
3959,1671,471,438
3960,1948,253,144
3961,547,239,823
3962,1393,700,1358
3963,810,135,1218
3964,177,561,955
3965,685,747,830
3966,504,402,231
3967,1372,539,783
3968,1284,114,980
3969,676,569,1130
3970,1445,366,1294
3971,531,388,234
3972,1758,229,720
3973,1526,40,291
3974,1286,719,75
3975,249,127,379
3976,313,573,1166
3977,1417,752,878
3978,396,592,264
3979,1098,720,601
3980,1300,195,921
3981,1793,747,793
3982,1214,344,928
3983,1923,126,763
3984,839,302,1148
3985,1136,447,1468
3986,681,767,174
3987,1218,71,477
3988,1852,330,1200
3989,1868,686,1106
3990,575,280,173
3991,201,455,1279
3992,1566,736,1261
3993,956,680,1383
3994,1449,313,138
3995,1204,246,1423
3996,1107,10,757
3997,462,639,221
3998,842,473,623
3999,21,515,632
4000,1202,309,948
4001,1797,785,531
4002,1343,764,874
4003,1190,128,821
4004,1110,339,331
4005,1172,548,975
4006,744,384,854
4007,573,702,993
4008,1421,249,763
4009,502,702,1433
4010,918,28,1218
4011,872,509,1488
4012,1089,525,466
4013,728,777,1234
4014,630,159,1002
4015,570,712,876
4016,587,330,706
4017,1053,526,200
4018,746,91,727
4019,729,774,936
4020,1195,58,31
4021,1553,195,1159
4022,730,724,1181
4023,568,722,998
4024,852,237,1258
4025,703,310,1192
4026,649,686,645
4027,731,585,584
4028,1651,346,168
4029,1035,9,308
4030,1095,432,883
4031,702,300,254
4032,818,199,997
4033,974,334,258
4034,805,102,406
4035,801,464,793
4036,543,575,1246
4037,650,161,823
4038,175,651,828
4039,500,252,1424
4040,1628,129,315
4041,84,170,1416
4042,1955,405,1341
4043,1091,563,235
4044,1505,558,1275
4045,420,314,943
4046,703,86,316
4047,1712,4,337
4048,1007,37,120
4049,1046,555,1056
4050,1659,504,1302
4051,1287,691,1250
4052,575,742,382
4053,354,766,228
4054,231,253,635
4055,573,686,1092
4056,1840,638,803
4057,1569,147,1381
4058,342,286,12
4059,65,89,1135
4060,152,416,814
4061,640,82,201
4062,1265,60,80
4063,1675,27,570
4064,1258,155,370
4065,36,129,346
4066,1162,191,353
4067,384,101,579
4068,1634,475,903
4069,1969,683,262
4070,1112,427,84
4071,237,368,1474
4072,466,7,375
4073,399,44,82
4074,1128,440,92
4075,762,715,132
4076,1264,545,630
4077,1664,458,1274
4078,1456,761,1112
4079,1475,370,55
4080,1004,467,1338
4081,1429,787,348
4082,1330,349,1480
4083,1383,678,51
4084,1089,748,245
4085,1532,579,969
4086,234,355,367
4087,706,370,929
4088,69,390,419
4089,1300,242,1053
4090,1254,129,1114
4091,1445,492,1369
4092,135,60,1459
4093,1993,723,520
4094,487,698,862
4095,1874,36,1251
4096,1208,564,412
4097,1122,579,655
4098,845,446,772
4099,509,559,133
4100,862,28,1142
4101,1304,216,404
4102,1863,93,813
4103,1102,553,449
4104,1641,729,376
4105,1170,699,1365
4106,1932,291,1389
4107,63,13,118
4108,1917,42,575
4109,1102,675,1157
4110,674,413,687
4111,1576,20,45
4112,1097,73,449
4113,1152,343,625
4114,1775,179,1372
4115,943,288,228
4116,190,467,202
4117,461,490,1441
4118,422,222,789
4119,1719,714,1071
4120,1686,87,843
4121,482,549,923
4122,500,328,536
4123,713,312,487
4124,4,585,322
4125,1986,445,11
4126,1983,306,1242
4127,1032,514,1138
4128,167,499,585
4129,1095,255,177
4130,1210,436,1237
4131,1224,574,715
4132,1852,291,841
4133,679,662,385
4134,1848,191,1237
4135,341,343,704
4136,1781,611,1262
4137,597,166,322
4138,593,261,67
4139,291,484,1311
4140,114,377,9
4141,1816,377,552
4142,476,235,1271
4143,1472,522,1038
4144,278,784,134
4145,479,605,1050
4146,1765,344,124
4147,1363,604,1249
4148,351,368,18
4149,1869,360,566
4150,613,668,347
4151,708,265,549
4152,1730,174,616
4153,897,152,457
4154,1594,89,1317
4155,1038,512,184
4156,613,424,490
4157,1054,470,530
4158,1655,515,289
4159,1820,514,734
4160,1257,482,436
4161,1814,354,858
4162,1766,476,413
4163,483,486,1449
4164,1860,51,611
4165,514,293,1192
4166,1168,783,880
4167,1857,86,852
4168,418,618,1055
4169,248,365,1185
4170,1003,58,865
4171,746,545,1197
4172,1222,267,742
4173,90,304,967
4174,1745,123,1055
4175,889,704,462
4176,1764,431,934
4177,1650,559,678
4178,1916,198,172
4179,126,537,175
4180,1016,539,893
4181,944,331,1219
4182,1174,511,650
4183,1733,589,202
4184,163,208,1378
4185,1388,24,961
4186,131,421,493
4187,320,307,607
4188,878,633,593
4189,1958,373,894
4190,1697,485,980
4191,775,128,1267
4192,122,479,528
4193,436,152,1257
4194,1141,120,553
4195,71,691,1270
4196,792,789,735
4197,1552,234,723
4198,483,314,607
4199,1547,299,1022
4200,890,753,53
4201,1069,564,1044
4202,387,98,1210
4203,269,287,162
4204,1998,226,1194
4205,1234,113,873
4206,872,309,727
4207,1870,168,427
4208,1314,346,997
4209,1491,520,508
4210,1578,711,280
4211,1604,611,931
4212,756,528,724
4213,498,224,142
4214,578,459,26
4215,1329,674,507
4216,1051,752,23
4217,1790,312,604
4218,1686,479,1460
4219,1123,207,427
4220,1126,518,1308
4221,650,196,263
4222,1331,70,5
4223,943,247,1454
4224,7,408,206
4225,800,786,457
4226,1656,34,1263
4227,1403,61,430
4228,199,619,860
4229,666,375,1428
4230,749,730,1214
4231,136,796,289
4232,1780,64,78
4233,1042,51,244
4234,1410,256,82
4235,1008,326,153
4236,20,279,409
4237,1877,374,516
4238,1111,320,1052
4239,1560,633,584
4240,1669,312,37
4241,1580,614,1057
4242,1718,261,768
4243,1643,760,69
4244,457,194,1306
4245,1740,677,562
4246,1767,91,1101
4247,429,118,835
4248,464,317,92
4249,1422,517,1259
4250,1219,584,519
4251,615,562,340
4252,585,361,1038
4253,1370,493,1125
4254,888,443,1327
4255,578,281,48
4256,1869,651,252
4257,81,70,1301
4258,613,128,1349
4259,121,16,600
4260,681,176,689
4261,26,326,982
4262,1912,588,462
4263,19,653,1210
4264,1756,702,949
4265,1135,84,530
4266,1531,760,1085
4267,883,622,878
4268,115,402,1095
4269,660,20,76
4270,473,470,906
4271,1587,681,771
4272,1696,534,1387
4273,1213,711,124
4274,1082,306,688
4275,1310,75,1379
4276,1270,708,700
4277,1803,472,1091
4278,831,669,867
4279,1762,419,574
4280,1159,413,499
4281,1593,578,780
4282,560,450,550
4283,1462,32,407
4284,1130,467,1369
4285,1554,171,655
4286,1478,749,906
4287,1919,17,628
4288,135,754,879
4289,1590,249,506
4290,1500,463,1047
4291,679,768,479
4292,833,92,926
4293,592,480,1460
4294,61,585,971
4295,1098,539,778
4296,23,289,998
4297,1885,91,350
4298,282,18,1206
4299,1646,734,1452
4300,639,550,1444
4301,1533,628,76
4302,1251,182,615
4303,440,552,713
4304,1497,86,1444
4305,632,11,485
4306,1505,504,928
4307,1218,632,1117
4308,1666,544,1269
4309,968,241,623
4310,860,435,1473
4311,881,753,344
4312,795,52,371
4313,1429,352,859
4314,334,272,805
4315,658,699,1223
4316,200,47,1448
4317,1032,597,1281
4318,409,406,503
4319,372,362,263
4320,636,264,386
4321,1295,150,1308
4322,1382,783,871
4323,1173,72,888
4324,165,224,1200
4325,563,365,509
4326,610,526,379
4327,509,316,1130
4328,761,610,159
4329,280,675,90
4330,128,762,1222
4331,630,69,28
4332,1768,209,414
4333,1461,502,419
4334,1117,347,889
4335,1242,321,386
4336,1507,300,915
4337,427,163,773
4338,670,742,1029
4339,1455,456,793
4340,616,209,1295
4341,1276,526,817
4342,620,148,1231
4343,6,783,6
4344,935,563,592
4345,1947,105,411
4346,1368,108,1090
4347,1642,294,223
4348,1544,681,1467
4349,1887,113,560
4350,558,433,290
4351,1976,757,238
4352,899,205,437
4353,1103,75,1065
4354,1137,11,1332
4355,506,648,1143
4356,1024,269,563
4357,1467,379,454
4358,177,167,520
4359,1095,174,1368
4360,1924,464,273
4361,1612,276,1450
4362,933,255,1208
4363,114,661,57
4364,1593,491,1466
4365,1904,155,1400
4366,1607,780,130
4367,1868,627,404
